MT-TF ENSG00000210049
SLC25A6P1 ENSG00000233015
PPIAP3 ENSG00000235044
BNIP3P18 ENSG00000269055
ZNF80 ENSG00000174255
BNIP3P15 ENSG00000270716
LINC01029 ENSG00000265843
DRC7 ENSG00000159625
CXCL16 ENSG00000161921
ECHDC3 ENSG00000134463
MRPL14 ENSG00000180992
FAM83A-AS1 ENSG00000204949
LINC01486 ENSG00000256560
LINC02617 ENSG00000256288
STPG3 ENSG00000197768
MTCP1 ENSG00000214827
LINC02598 ENSG00000256155
TMEM63B ENSG00000137216
KCTD10 ENSG00000110906
FAM83A ENSG00000147689
EXTL2P1 ENSG00000223976
OR1J1 ENSG00000136834
GTF2H4 ENSG00000234370
OR1J2 ENSG00000197233
TAPBP ENSG00000112493
LINC02795 ENSG00000285210
KIR3DL3 ENSG00000276086
ZNF486 ENSG00000256229
TBC1D3C ENSG00000278299
OR1J4 ENSG00000239590
CMC4 ENSG00000182712
CSN2 ENSG00000135222
PARD6A ENSG00000102981
OR1Q1 ENSG00000165202
LPL ENSG00000175445
BNIP3P16 ENSG00000267641
OR1L8 ENSG00000171496
TRPC6 ENSG00000137672
PPP1R8P1 ENSG00000224986
OR1N2 ENSG00000171501
SPATA6 ENSG00000132122
ZNF90 ENSG00000213988
OR1B1 ENSG00000280094
PTRHD1 ENSG00000184924
OR1H1P ENSG00000228914
BRCC3 ENSG00000185515
OR1N1 ENSG00000171505
PGAM1P8 ENSG00000255200
RPL36AP35 ENSG00000231810
LINC01668 ENSG00000283051
HSF2BP ENSG00000160207
CKS1BP5 ENSG00000250972
KCTD16 ENSG00000183775
KIAA0355 ENSG00000282735
NCR3 ENSG00000225211
CENPO ENSG00000138092
STK40 ENSG00000196182
GUSBP5 ENSG00000236296
DLL3 ENSG00000090932
MAPK15 ENSG00000274205
HHIP ENSG00000164161
LINC02752 ENSG00000254401
LINC01637 ENSG00000237476
GAPDHP21 ENSG00000236993
CRKL ENSG00000099942
ARF4-AS1 ENSG00000272146
VPS28 ENSG00000160948
RPS26P47 ENSG00000234354
ARF4 ENSG00000168374
STPG3-AS1 ENSG00000275549
ZFHX4 ENSG00000091656
SLFN12 ENSG00000172123
GGACT ENSG00000134864
PROP1 ENSG00000175325
CMTR2 ENSG00000180917
RPL31P1 ENSG00000214326
HS1BP3-IT1 ENSG00000231948
PRDX4P1 ENSG00000248987
LILRP2 ENSG00000273922
H2BFS ENSG00000234289
KLRK1 ENSG00000213809
RPL30P9 ENSG00000242709
SECISBP2L ENSG00000138593
INVS ENSG00000119509
ACTL7B ENSG00000148156
THAP12P9 ENSG00000248320
UBDP1 ENSG00000226365
NHLH1 ENSG00000171786
GYPB ENSG00000250361
ACTL7A ENSG00000187003
MSL3 ENSG00000005302
PCCA ENSG00000175198
PRSS16 ENSG00000112812
LINC02080 ENSG00000267065
LILRP1 ENSG00000273546
VANGL2 ENSG00000162738
LINC00868 ENSG00000267535
KIR3DL2 ENSG00000273735
HSPD1P8 ENSG00000215357
LINC01746 ENSG00000274469
TXN ENSG00000136810
CCT5P2 ENSG00000230584
RARRES1 ENSG00000118849
ABHD17AP9 ENSG00000261536
GLRXP1 ENSG00000228234
HNRNPA1P13 ENSG00000213568
NIPA2P5 ENSG00000236277
LINC01111 ENSG00000254300
UGGT2 ENSG00000102595
AMY2A ENSG00000243480
KLRC4-KLRK1 ENSG00000255819
BCAS2P3 ENSG00000226670
MRPL9P1 ENSG00000254305
SOD1P1 ENSG00000219074
SLAMF6 ENSG00000162739
CASC4P1 ENSG00000238132
RNFT1-DT ENSG00000267302
TMPPE ENSG00000188167
SNX18P2 ENSG00000232843
MYD88 ENSG00000172936
TMEM256P1 ENSG00000233197
ESRRAP1 ENSG00000215572
LINC01109 ENSG00000271167
TP53TG3C ENSG00000205457
TBC1D3P1-DHX40P1 ENSG00000267104
LINC00350 ENSG00000225316
ZFHX4-AS1 ENSG00000253661
HMGB1P20 ENSG00000219163
NEUROG3 ENSG00000122859
SEC13P1 ENSG00000223899
SUMO2P10 ENSG00000235424
MRPS31P2 ENSG00000232894
RNFT1 ENSG00000189050
GLB1 ENSG00000170266
LINC00489 ENSG00000225759
MS4A2 ENSG00000149534
NOS2 ENSG00000007171
HS1BP3 ENSG00000118960
HIF3A ENSG00000124440
CAPN1 ENSG00000014216
ZNF484 ENSG00000127081
IGLVIV-53 ENSG00000253935
LST1 ENSG00000234514
TOP3BP1 ENSG00000228050
TP53TG3E ENSG00000275034
MFSD1 ENSG00000118855
MARCH10 ENSG00000173838
PDE4A ENSG00000065989
DCAF4 ENSG00000119599
LINC02705 ENSG00000254952
MET ENSG00000105976
RPS29P21 ENSG00000241913
ANKRD19P ENSG00000187984
HSPA8P19 ENSG00000251614
LST1 ENSG00000226182
ZNF665 ENSG00000197497
TBC1D3P1 ENSG00000238283
NGB ENSG00000165553
NPHP3-AS1 ENSG00000248724
OGFRL1 ENSG00000119900
TMEM151A ENSG00000179292
ZBTB22 ENSG00000229253
NPHP3 ENSG00000113971
HSPD1P5 ENSG00000249193
IFI6 ENSG00000126709
DHX40P1 ENSG00000266992
CD84 ENSG00000066294
CD248 ENSG00000174807
HHIP-AS1 ENSG00000248890
DIPK1A ENSG00000154511
CALB2 ENSG00000172137
EEF1DP2 ENSG00000226721
KRT18P51 ENSG00000250504
ELOVL5 ENSG00000012660
RPS6KB1 ENSG00000108443
LINC02743 ENSG00000255258
LINC00472 ENSG00000233237
TEX10 ENSG00000136891
OTUD4 ENSG00000164164
SLC6A5 ENSG00000165970
ZFP14 ENSG00000142065
UBE2D3 ENSG00000109332
PHKBP1 ENSG00000226262
PLCB1-IT1 ENSG00000225479
CASP16P ENSG00000228146
BEND5 ENSG00000162373
PTK2 ENSG00000169398
RPL5 ENSG00000122406
NPM1P48 ENSG00000231821
KIR3DP1 ENSG00000276518
DDR1 ENSG00000215522
KIR2DL4 ENSG00000274193
MARCH10-DT ENSG00000265000
SLFN13 ENSG00000154760
PRELID3BP3 ENSG00000264907
TRMT112P3 ENSG00000265262
HMGN1P24 ENSG00000226977
TRPM5 ENSG00000070985
RARRES2P2 ENSG00000213543
MTND2P29 ENSG00000233595
AGGF1P2 ENSG00000233435
RPS16P5 ENSG00000217527
NPHP3-ACAD11 ENSG00000274810
AGBL4-IT1 ENSG00000225623
CHMP1AP1 ENSG00000226662
AGBL4 ENSG00000186094
SRPX2 ENSG00000102359
SLAMF1 ENSG00000117090
NANOGP5 ENSG00000231697
RPS2P35 ENSG00000238172
ACKR4 ENSG00000129048
LNPK ENSG00000144320
PCCA-AS1 ENSG00000234650
GK5 ENSG00000175066
TBC1D3E ENSG00000278599
GABRR3 ENSG00000183185
LINC02136 ENSG00000261348
BRI3 ENSG00000164713
GHRHR ENSG00000106128
RPL15P18 ENSG00000228501
UBA5 ENSG00000081307
ZNF859P ENSG00000215887
NOP53 ENSG00000105373
TMPRSS6 ENSG00000187045
TP53TG3B ENSG00000261509
OR5BM1P ENSG00000250750
TBC1D3 ENSG00000274611
MMUT ENSG00000146085
AMY1A ENSG00000237763
OR5AC1 ENSG00000213439
POLR1B ENSG00000125630
BAIAP2L1 ENSG00000006453
TSEN54 ENSG00000182173
NDUFV2P1 ENSG00000267809
CDC37 ENSG00000105401
CD48 ENSG00000117091
LST1 ENSG00000231048
SPATA19 ENSG00000166118
ZNF677 ENSG00000197928
RPS3AP26 ENSG00000214389
PLEKHH2 ENSG00000152527
LINC01896 ENSG00000263146
SETP9 ENSG00000235101
ZFP82 ENSG00000181007
UBE2V1P6 ENSG00000235995
GLUD1P3 ENSG00000250959
MRPL45 ENSG00000278845
SELENOV ENSG00000186838
DUSP8P5 ENSG00000235316
LYRM9 ENSG00000232859
RPS15AP7 ENSG00000234088
STATH ENSG00000126549
TP53TG3F ENSG00000278848
L1TD1 ENSG00000240563
IL17B ENSG00000127743
SS18L1 ENSG00000184402
FREM3 ENSG00000183090
SALL3 ENSG00000256463
ENPP7P9 ENSG00000250476
DDC ENSG00000132437
VN1R2 ENSG00000196131
SYTL1 ENSG00000142765
ACAD11 ENSG00000240303
MRPL48 ENSG00000175581
BMS1P12 ENSG00000224599
CLUHP5 ENSG00000230468
KDM3A ENSG00000115548
TRIM40 ENSG00000172524
PLLP ENSG00000102934
DUX4L28 ENSG00000279626
DUX4L25 ENSG00000280337
DUX4L24 ENSG00000274599
FAM83H ENSG00000273889
KAT6B ENSG00000156650
DUX4L23 ENSG00000276964
GPR179 ENSG00000277399
UBE3B ENSG00000151148
DUX4L22 ENSG00000277274
DUX4L21 ENSG00000275610
DUX4L20 ENSG00000276164
CENPQ ENSG00000031691
DUX4L29 ENSG00000237635
OR1F2P ENSG00000203581
ARL2BP ENSG00000102931
ZNF200 ENSG00000010539
DUX4L10 ENSG00000278664
PLD1 ENSG00000075651
DUX4L11 ENSG00000278761
C1GALT1C1L ENSG00000223658
NCR3 ENSG00000237808
LINC01643 ENSG00000236052
SOX3 ENSG00000134595
TNRC18P3 ENSG00000189166
CAPRIN2 ENSG00000110888
MTF2 ENSG00000143033
GLYATL3 ENSG00000203972
SLC29A4P1 ENSG00000214668
LINC01976 ENSG00000261514
NOP53-AS1 ENSG00000269656
ANXA3 ENSG00000138772
ABCE1 ENSG00000164163
KLRC4 ENSG00000183542
LOXHD1 ENSG00000167210
PRR5 ENSG00000186654
MPHOSPH8 ENSG00000196199
NDUFA1 ENSG00000125356
KLHL32 ENSG00000186231
NDUFAF1 ENSG00000137806
ENKD1 ENSG00000124074
APCDD1L-DT ENSG00000231290
ANKRD20A6P ENSG00000274502
SNX18P1Y ENSG00000274162
SMAP2 ENSG00000084070
TIGIT ENSG00000181847
PABPC1P6 ENSG00000227497
KANK4 ENSG00000132854
RNF113A ENSG00000125352
TANC2 ENSG00000170921
EID2B ENSG00000176401
C6orf141 ENSG00000197261
PHKG1P4 ENSG00000229508
LINC01249 ENSG00000231532
CATSPER4 ENSG00000188782
STX5 ENSG00000162236
TDGF1P7 ENSG00000269584
REXO1 ENSG00000079313
RPL35AP19 ENSG00000239872
RPL41P1 ENSG00000227063
TRIM27 ENSG00000237071
HNRNPKP1 ENSG00000250859
C16orf86 ENSG00000159761
TUFM ENSG00000178952
APCDD1L ENSG00000198768
ISCA1P3 ENSG00000261965
ABI3BP ENSG00000154175
WDR54 ENSG00000005448
LINC02855 ENSG00000254209
HAS2-AS1 ENSG00000248690
MIPOL1 ENSG00000151338
MTATP6P23 ENSG00000230755
SYTL4 ENSG00000102362
TARS ENSG00000113407
NR2E3 ENSG00000278570
SOCS7 ENSG00000274211
OR1F1 ENSG00000168124
ARNTL ENSG00000133794
RPL23AP91 ENSG00000260965
NCR3 ENSG00000236979
CCL22 ENSG00000102962
MRPS36P3 ENSG00000253814
HAS2 ENSG00000170961
CCDC58P5 ENSG00000256681
IGSF9B ENSG00000080854
GABRG1 ENSG00000163285
DMBT1 ENSG00000187908
ODF2L ENSG00000122417
EID2 ENSG00000176396
FAIM ENSG00000158234
OR4D12P ENSG00000198787
LINC01965 ENSG00000256637
LRRK1 ENSG00000154237
UNC93B4 ENSG00000250381
AKTIP ENSG00000166971
TM4SF5 ENSG00000142484
ASS1P10 ENSG00000215325
NAMPTP2 ENSG00000249229
TXNDC8 ENSG00000204193
RING1 ENSG00000231115
NUDT16L1 ENSG00000168101
WNT10B ENSG00000169884
DUX4L12 ENSG00000278790
MTCO2P23 ENSG00000235803
ZNF566 ENSG00000186017
IGKV1OR2-108 ENSG00000231292
CYP2AC1P ENSG00000216998
DUX4L13 ENSG00000276046
ZBTB20-AS1 ENSG00000241560
DUX4L14 ENSG00000276904
DUX4L15 ENSG00000278641
AMMECR1LP1 ENSG00000233273
HS6ST3 ENSG00000185352
MARCH5 ENSG00000198060
HPX ENSG00000110169
TLE2 ENSG00000065717
KIAA0556 ENSG00000047578
AHCYP3 ENSG00000233955
MYH3 ENSG00000109063
ZNF70P1 ENSG00000237723
ZBTB20-AS5 ENSG00000242290
LINC00523 ENSG00000196273
ZBTB20 ENSG00000181722
EGR1 ENSG00000120738
MARK2P9 ENSG00000232709
WNT1 ENSG00000125084
GZMM ENSG00000197540
LINC01831 ENSG00000225765
HTATSF1P1 ENSG00000227750
EXOSC9 ENSG00000123737
PRR5-ARHGAP8 ENSG00000248405
TOMM20P2 ENSG00000255987
DLG5-AS1 ENSG00000233871
SLFN12L ENSG00000205045
UBA52P5 ENSG00000243498
C8orf76 ENSG00000189376
SERINC2 ENSG00000168528
H2AFZP5 ENSG00000234612
CX3CL1 ENSG00000006210
SH3TC1 ENSG00000125089
E2F3P1 ENSG00000267046
AMD1P3 ENSG00000249286
IGKV1OR9-1 ENSG00000204780
KLF16 ENSG00000129911
RPL29P12 ENSG00000224993
EIF5A2P1 ENSG00000260576
NNT-AS1 ENSG00000248092
RPS29P24 ENSG00000244253
SENP8 ENSG00000166192
CCL17 ENSG00000102970
RPS29P25 ENSG00000243581
FOXD4L5 ENSG00000204779
LINC02730 ENSG00000255406
CACNG2 ENSG00000166862
PPIAP72 ENSG00000174715
ALOX15P2 ENSG00000188101
CTBP2P7 ENSG00000267091
MGAT5B ENSG00000167889
PAAF1 ENSG00000175575
NNT ENSG00000112992
ZHX1-C8orf76 ENSG00000259305
RBL2 ENSG00000103479
LINC02731 ENSG00000204241
KIR3DL3 ENSG00000276433
SELENOW ENSG00000178980
RPL7P19 ENSG00000241458
ZHX1 ENSG00000165156
MYO9A ENSG00000066933
NUMB ENSG00000133961
DUX4L16 ENSG00000258567
SLC9B1P2 ENSG00000214329
CCDC33 ENSG00000140481
MAS1LP1 ENSG00000230957
LINC01248 ENSG00000224128
ZBTB20-AS2 ENSG00000241295
VN1R96P ENSG00000230086
CBWD4P ENSG00000204778
SOX11 ENSG00000176887
ZBTB20-AS4 ENSG00000242767
LAMA1 ENSG00000101680
PPP1R1B ENSG00000131771
VPS52 ENSG00000224455
ZBTB20-AS3 ENSG00000239946
LINC01810 ENSG00000237266
YBX1P3 ENSG00000240002
ZNF260 ENSG00000254004
SLC6A21P ENSG00000269009
DENND6A-AS1 ENSG00000239801
TLCD2 ENSG00000275246
ZNF587 ENSG00000198466
DENND6A ENSG00000174839
SUMO1P4 ENSG00000235555
DAXX ENSG00000227046
ARHGAP8 ENSG00000241484
KMT2D ENSG00000167548
GFOD2 ENSG00000141098
BSG ENSG00000172270
MAS1L ENSG00000228377
ZNF382 ENSG00000161298
DDC-AS1 ENSG00000226122
ZNF552 ENSG00000178935
CD47 ENSG00000196776
FIGNL1 ENSG00000132436
C6 ENSG00000039537
ZNF587B ENSG00000269343
F11 ENSG00000088926
TLE7 ENSG00000260734
ZNF529 ENSG00000186020
RANBP10 ENSG00000141084
ZNF586 ENSG00000083828
MAP3K10 ENSG00000130758
DR1 ENSG00000117505
COL7A1 ENSG00000114270
AMY1B ENSG00000174876
IL10RB-DT ENSG00000223799
ZNF529-AS1 ENSG00000233527
STRA6 ENSG00000137868
OR7E99P ENSG00000250710
ZNF814 ENSG00000204514
IFNAR2 ENSG00000159110
ARL2BPP8 ENSG00000263125
DDN-AS1 ENSG00000257913
NPIPA1 ENSG00000183426
FKBPL ENSG00000230907
NELFB ENSG00000188986
CCDC18 ENSG00000122483
SLFN14 ENSG00000236320
DDN ENSG00000181418
GAPDHP25 ENSG00000213594
GLUD1 ENSG00000148672
ST8SIA6 ENSG00000148488
TOR4A ENSG00000198113
RPS29P26 ENSG00000239320
F11-AS1 ENSG00000251165
PRKAG1 ENSG00000181929
LILRP2 ENSG00000277267
LINC02207 ENSG00000258476
CCNA2 ENSG00000145386
NRARP ENSG00000198435
MTNR1A ENSG00000168412
FKBP1AP1 ENSG00000269304
LGALS13 ENSG00000105198
ZNF417 ENSG00000173480
SLC25A5P6 ENSG00000213332
ST8SIA6-AS1 ENSG00000204832
RPL23AP60 ENSG00000213147
KIF1A ENSG00000130294
LINC00474 ENSG00000204148
PSPC1 ENSG00000121390
EVX2 ENSG00000174279
LILRP1 ENSG00000274271
DIAPH3-AS2 ENSG00000223815
ISX ENSG00000175329
EXD3 ENSG00000187609
PKN3 ENSG00000160447
USP1 ENSG00000162607
DIAPH3-AS1 ENSG00000227528
LINC01580 ENSG00000258785
KIR3DL2 ENSG00000275262
ANGPTL5 ENSG00000187151
HCG25 ENSG00000238064
LINC01399 ENSG00000233080
CLCA2 ENSG00000137975
SHLD2 ENSG00000122376
MTCO1P23 ENSG00000235524
GPR82 ENSG00000171657
RAPGEF2 ENSG00000109756
RPS18 ENSG00000226225
TMEM212-AS1 ENSG00000234717
GCK ENSG00000106633
LINC01581 ENSG00000259724
TMEM212 ENSG00000186329
CEP126 ENSG00000110318
CASK-AS1 ENSG00000233033
MTND2P15 ENSG00000231152
OR7E43P ENSG00000249844
MTND1P20 ENSG00000226794
TMED5 ENSG00000117500
PSPC1-AS2 ENSG00000226352
CEP85 ENSG00000130695
LINC01579 ENSG00000258754
TMEM212-IT1 ENSG00000235943
ZNF479 ENSG00000185177
AMYP1 ENSG00000227408
MYH6 ENSG00000197616
CLCA1 ENSG00000016490
ALDH1A3 ENSG00000184254
AMY1C ENSG00000187733
ZDHHC12 ENSG00000160446
NDUFB7 ENSG00000099795
SMILR ENSG00000255364
LINC01070 ENSG00000282647
RBM26-AS1 ENSG00000227354
RPS29P30 ENSG00000268243
MED14OS ENSG00000234636
LINC01043 ENSG00000282706
CCDC18-AS1 ENSG00000223745
LINC01044 ENSG00000282737
MED14 ENSG00000180182
IL10RB ENSG00000243646
HOXD13 ENSG00000128714
LINC01151 ENSG00000253819
SPAG6 ENSG00000077327
RBM26 ENSG00000139746
CARHSP1 ENSG00000153048
HOXD12 ENSG00000170178
NMRK2 ENSG00000077009
LGALS16 ENSG00000249861
CLCA4-AS1 ENSG00000236915
PRELID2 ENSG00000186314
ACTR3BP2 ENSG00000226481
CDCA4P2 ENSG00000224466
CLCA3P ENSG00000153923
DUX4L17 ENSG00000259154
CHEK2P3 ENSG00000234898
DUX4L18 ENSG00000259029
PRRT1 ENSG00000229071
HOXD10 ENSG00000128710
IGKV1OR2-2 ENSG00000223816
TRIM40 ENSG00000228001
DUX4L19 ENSG00000258991
VN1R4 ENSG00000228567
ZCWPW1 ENSG00000078487
HOXD11 ENSG00000128713
RNASEH2C ENSG00000172922
FAM90A27P ENSG00000189348
FRG1KP ENSG00000280286
TRIP12 ENSG00000153827
SLC6A16 ENSG00000063127
BIRC8 ENSG00000163098
FAM90A28P ENSG00000269118
TRIM10 ENSG00000237192
SILC1 ENSG00000232044
CLCA4 ENSG00000016602
COA4 ENSG00000181924
RPSAP41 ENSG00000239626
ENTPD8 ENSG00000188833
KHDC1L ENSG00000256980
VN1R6P ENSG00000174677
ZNF845 ENSG00000213799
COL2A1 ENSG00000139219
LINC01107 ENSG00000225493
LINC01937 ENSG00000234279
VMO1 ENSG00000182853
RTF1 ENSG00000137815
EIF3EP1 ENSG00000234882
BMS1P8 ENSG00000260518
OR5AC2 ENSG00000196578
ARHGAP23 ENSG00000275832
KHDC1 ENSG00000135314
PPT2 ENSG00000206256
KIR3DP1 ENSG00000274163
KIR2DL1 ENSG00000275276
PPY ENSG00000108849
BRMS1 ENSG00000174744
GLTPD2 ENSG00000182327
NOXA1 ENSG00000188747
KAT5 ENSG00000172977
SH3GLB1 ENSG00000097033
PKMP3 ENSG00000220563
SNHG5 ENSG00000203875
RPL39P36 ENSG00000239912
KHDC1P1 ENSG00000251360
ZNF525 ENSG00000203326
LINC01432 ENSG00000234435
SCO1 ENSG00000133028
FAM241B ENSG00000171224
OR5AC4P ENSG00000251090
PSMB6 ENSG00000142507
POU5F1P7 ENSG00000248365
KIR3DL1 ENSG00000273518
CYCSP40 ENSG00000262870
SNHG20 ENSG00000234912
LINC01427 ENSG00000225321
UBE2D3-AS1 ENSG00000246560
ITPKA ENSG00000137825
TWIST2 ENSG00000233608
LINC01711 ENSG00000268941
OR5H1 ENSG00000231192
LINC02651 ENSG00000235645
HIST1H1E ENSG00000168298
HAGH ENSG00000063854
VPREB1 ENSG00000169575
RPL5P26 ENSG00000230469
KATNB1 ENSG00000140854
TMEM186 ENSG00000184857
PYY ENSG00000131096
MEPCE ENSG00000146834
MX1 ENSG00000157601
PEX12 ENSG00000108733
ZNF765 ENSG00000196417
MAGOH2P ENSG00000264176
MYL8P ENSG00000226575
OR5H14 ENSG00000236032
NFKBIL1 ENSG00000236346
LYPLA2P1 ENSG00000232639
TEX54 ENSG00000283268
WDR74 ENSG00000133316
SH2B1 ENSG00000178188
LINC01556 ENSG00000237634
LINC01940 ENSG00000227744
ABAT ENSG00000183044
NDFIP2-AS1 ENSG00000232132
POM121L2 ENSG00000158553
MTCO3P10 ENSG00000231537
TMEM220 ENSG00000187824
NDFIP2 ENSG00000102471
NOP56P1 ENSG00000230511
IGLV1-51 ENSG00000211644
VN1R10P ENSG00000220758
VAT1 ENSG00000108828
IGLV5-52 ENSG00000211643
TAF15 ENSG00000270647
HIST1H1PS1 ENSG00000216331
WDR81 ENSG00000276021
HIST1H4D ENSG00000277157
KRT18P1 ENSG00000233505
LINC01623 ENSG00000225604
IGLV1-50 ENSG00000211645
RPL13P ENSG00000224158
HCG15 ENSG00000227380
HIST1H2BE ENSG00000274290
SPOCK1 ENSG00000152377
ASH2LP3 ENSG00000225724
IGLV9-49 ENSG00000223350
HIST1H2AD ENSG00000196866
TUBB8 ENSG00000261456
IGLV5-48 ENSG00000211647
NOTO ENSG00000214513
HIST1H2BD ENSG00000158373
ENPP7P13 ENSG00000261580
IGLV1-47 ENSG00000211648
RIN1 ENSG00000174791
ASH2LP2 ENSG00000237428
IGHV3OR16-12 ENSG00000270467
HSP90AB6P ENSG00000235137
IGLV7-46 ENSG00000211649
HIST1H3D ENSG00000197409
UBFD1 ENSG00000103353
HIST1H2BF ENSG00000277224
IGLV5-45 ENSG00000211650
IGHV3OR16-13 ENSG00000271178
TULP3P1 ENSG00000234267
SRP72P1 ENSG00000265182
IGLV1-44 ENSG00000211651
LARP1P1 ENSG00000217159
TMEM220-AS1 ENSG00000263400
LINC02837 ENSG00000264464
FOXA1 ENSG00000129514
SPACA7 ENSG00000275865
IGLV7-43 ENSG00000211652
LSM10 ENSG00000181817
TINF2 ENSG00000092330
ZNF311 ENSG00000223687
OXGR1 ENSG00000165621
LINC00517 ENSG00000259091
POP4 ENSG00000105171
TTC6 ENSG00000139865
ADPRM ENSG00000170222
SEC14L1 ENSG00000129657
GDF7 ENSG00000143869
SUB1P4 ENSG00000260247
LTA ENSG00000230279
OR5H15 ENSG00000233412
EARS2 ENSG00000103356
LINC00261 ENSG00000259974
OR5H5P ENSG00000249321
SMYD5 ENSG00000135632
UBXN11 ENSG00000158062
TMEM238L ENSG00000263429
DPRXP6 ENSG00000270791
PIRT ENSG00000233670
CCHCR1 ENSG00000223533
IGHV3OR16-16 ENSG00000259842
KIR2DL4 ENSG00000278074
MTA2 ENSG00000149480
IGHV3OR16-7 ENSG00000271620
RPL15P21 ENSG00000244753
PLCXD3 ENSG00000182836
IGHV3OR16-11 ENSG00000270318
SLC25A51P2 ENSG00000263716
ENTPD6 ENSG00000197586
LRRC30 ENSG00000206422
ROR1-AS1 ENSG00000223949
MIR22HG ENSG00000282800
PTPRZ1 ENSG00000106278
MKRN4P ENSG00000238222
ARHGAP23P1 ENSG00000260781
SDCBPP3 ENSG00000232801
SLAMF7 ENSG00000026751
ROR1 ENSG00000185483
CFAP300 ENSG00000137691
FOXA2 ENSG00000125798
IGLVI-42 ENSG00000254175
AGPAT1 ENSG00000226467
IGLVVII-41-1 ENSG00000254073
IGLV1-41 ENSG00000253818
LINC00456 ENSG00000233124
LINC00941 ENSG00000235884
TNF ENSG00000206439
IGLV1-40 ENSG00000211653
PPIAP44 ENSG00000258118
ASH2LP1 ENSG00000224144
IGLVI-38 ENSG00000253889
CFL1P3 ENSG00000228056
LINC00632 ENSG00000203930
IGLV5-37 ENSG00000211654
PRMT7 ENSG00000132600
KIR2DS4 ENSG00000274406
IGLV1-36 ENSG00000211655
RPS2P55 ENSG00000216866
MTND4P4 ENSG00000225295
CAPN11 ENSG00000137225
KIR2DP1 ENSG00000274942
MTND4LP32 ENSG00000283481
IGLV7-35 ENSG00000253631
OR5H8 ENSG00000232535
HCG15 ENSG00000235405
CDK5P1 ENSG00000235165
OR5K4 ENSG00000196098
CLIC4P3 ENSG00000237931
NPM1P38 ENSG00000219257
MTND5P6 ENSG00000228440
LNCNEF ENSG00000237396
UBE2U ENSG00000177414
NAGS ENSG00000161653
ZNF280B ENSG00000275004
CCT5 ENSG00000150753
OR5H6 ENSG00000230301
AKR1C6P ENSG00000151631
HIST1H4E ENSG00000276966
CLEC17A ENSG00000187912
MCHR2 ENSG00000152034
OR5H4P ENSG00000248507
PROSER2-AS1 ENSG00000225778
OR5H3P ENSG00000249975
UBFD1P1 ENSG00000244653
FAHD1 ENSG00000180185
PROSER2 ENSG00000148426
SLC18A1 ENSG00000036565
LINC01747 ENSG00000230400
OR5H2 ENSG00000197938
OR5K3 ENSG00000206536
TOM1L1 ENSG00000141198
OR5H7P ENSG00000187900
KRT18P3 ENSG00000215553
SNHG30 ENSG00000267321
ELOVL2 ENSG00000197977
RND2 ENSG00000108830
MEIOB ENSG00000162039
MCHR2-AS1 ENSG00000229315
CTNNBL1 ENSG00000132792
CDR1 ENSG00000184258
HIST1H2BG ENSG00000273802
ELP1 ENSG00000070061
LINC02233 ENSG00000250488
ELOVL2-AS1 ENSG00000230314
C17orf50 ENSG00000270806
LINC02477 ENSG00000249425
NEU1 ENSG00000223957
RPS14P7 ENSG00000242635
MBNL2 ENSG00000139793
TRIP11 ENSG00000100815
HEATR9 ENSG00000270379
TSNAXIP1 ENSG00000102904
KCNT1 ENSG00000107147
EEF1A1P25 ENSG00000241429
LDAH ENSG00000118961
RPL23AP40 ENSG00000242321
TRIM15 ENSG00000227147
PIK3CB ENSG00000051382
RPEP1 ENSG00000250732
CACHD1 ENSG00000158966
ADAMTS6 ENSG00000049192
NIBAN2 ENSG00000136830
ADAMTS12 ENSG00000151388
MCAM ENSG00000076706
NEK1 ENSG00000137601
FBXO36-IT1 ENSG00000231534
FBXO36 ENSG00000153832
LINC00254 ENSG00000281219
PMM2 ENSG00000140650
BNIP3P19 ENSG00000271638
CD52 ENSG00000169442
TRIM10 ENSG00000137394
FST ENSG00000134363
SH3BGRL3 ENSG00000142669
DKKL1 ENSG00000104901
AREL1 ENSG00000119682
SH2D7 ENSG00000183476
PABPC1P5 ENSG00000270455
LINC01247 ENSG00000227007
PIK3CDP1 ENSG00000231610
LINC01824 ENSG00000226488
TERF1 ENSG00000147601
NOX5 ENSG00000255346
HOXD9 ENSG00000128709
MRFAP1 ENSG00000179010
LDC1P ENSG00000260386
LY9 ENSG00000122224
RXFP3 ENSG00000182631
IDH3A ENSG00000166411
HOXD4 ENSG00000170166
ETF1 ENSG00000120705
PRADC1 ENSG00000135617
ERVFRD-1 ENSG00000244476
TEAD2 ENSG00000074219
OTOP1 ENSG00000163982
TINAGL1 ENSG00000142910
SMIM13 ENSG00000224531
HOXD3 ENSG00000128652
MYMX ENSG00000262179
CYB561 ENSG00000008283
RRP1B ENSG00000160208
CARMN ENSG00000249669
HAGLR ENSG00000224189
RAP2A ENSG00000125249
HIST1H2AE ENSG00000277075
PSMA6P4 ENSG00000271625
HIST1H3E ENSG00000274750
ADGRF3 ENSG00000173567
RPL12P35 ENSG00000243007
HAUS1P3 ENSG00000253226
COX6CP18 ENSG00000236041
KCNB2 ENSG00000182674
RPL7AP61 ENSG00000233291
KCNQ1-AS1 ENSG00000229414
FAM83H-AS1 ENSG00000282685
PLIN4 ENSG00000167676
SBSPON ENSG00000164764
KCNQ1 ENSG00000053918
GIPC3 ENSG00000179855
GAPDHP39 ENSG00000239207
